GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
      45 2002  3 18  0  3 30 776  4.7959    194.62664    932.84450    872.85142    -13.81170      4.97711     -0.30566    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12626  -0.01681  -1.00000
      47 2002  3 18  0  3 40 366  4.7951    194.61239    932.78982    872.73348    -14.50711      5.58977     -0.38368    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12557  -0.01680  -1.00000
      50 2002  3 18  0  3 54 749  4.7937    194.59522    932.62097    872.52488    -16.32952      7.04293     -0.52612    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12452  -0.01680  -1.00000
      52 2002  3 18  0  4  4 335  4.7930    194.58387    932.43403    872.36374    -17.41084      8.11162     -0.64312    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12382  -0.01680  -1.00000
      54 2002  3 18  0  4 13 920  4.7924    194.57729    932.17353    872.18526    -18.86342      9.02109     -0.77806    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12313  -0.01680  -1.00000
      56 2002  3 18  0  4 23 504  4.7919    194.57677    931.82793    871.99062    -19.20338     10.38389     -0.92945    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12243  -0.01680  -1.00000
      58 2002  3 18  0  4 33  87  4.7913    194.57800    931.94032    871.78192    -21.62304     11.94607     -1.10314    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12173  -0.01680  -1.00000
      60 2002  3 18  0  4 42 669  4.7910    194.57471    932.65781    871.56357    -22.00846     12.73748     -1.29618    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12104  -0.01680  -1.00000
      62 2002  3 18  0  4 52 251  4.7912    194.56734    932.60055    871.34164    -24.28158     14.23407     -1.50787    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12034  -0.01680  -1.00000
      64 2002  3 18  0  5  1 834  4.7916    194.56477    933.18487    871.12404    -25.11931     16.94686     -1.73650    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11964  -0.01680  -1.00000
      66 2002  3 18  0  5 11 418  4.7920    194.56397    932.83149    870.92123    -26.41840     17.28644     -1.98563    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11895  -0.01680  -1.00000
      68 2002  3 18  0  5 21   3  4.7925    194.55766    933.10348    870.74457    -28.41508     19.78133     -2.24753    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11825  -0.01680  -1.00000
      70 2002  3 18  0  5 30 589  4.7930    194.54355    935.81031    870.60546    -28.85755     22.39581     -2.51700    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11755  -0.01680  -1.00000
      72 2002  3 18  0  5 40 176  4.7937    194.53082    941.61559    870.51328    -31.07276     24.63804     -2.79770    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11685  -0.01679  -1.00000
      75 2002  3 18  0  5 54 559  4.7949    194.50794    945.47954    870.47628    -32.70965     27.40783     -3.22581    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11581  -0.01679  -1.00000
      77 2002  3 18  0  6  4 150  4.7954    194.49295    948.11373    870.51700    -33.93481     29.85863     -3.50835    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11511  -0.01679  -1.00000
      79 2002  3 18  0  6 13 741  4.7958    194.47146    952.60682    870.59878    -35.00089     33.57655     -3.78666    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11441  -0.01679  -1.00000
      81 2002  3 18  0  6 23 333  4.7960    194.45038    954.89172    870.70712    -35.07772     33.66544     -4.06536    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11372  -0.01679  -1.00000
      83 2002  3 18  0  6 32 926  4.7963    194.42834    956.97336    870.82322    -37.42172     37.68345     -4.33637    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11302  -0.01679  -1.00000
      85 2002  3 18  0  6 42 519  4.7965    194.41120    958.45655    870.93037    -36.32965     41.27584     -4.59872    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11232  -0.01679  -1.00000
      87 2002  3 18  0  6 52 112  4.7966    194.39220    962.17010    871.01957    -38.25378     44.53074     -4.85875    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11162  -0.01679  -1.00000
      89 2002  3 18  0  7  1 705  4.7964    194.37349    962.82201    871.09597    -36.16994     45.86570     -5.11355    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11093  -0.01679  -1.00000
      91 2002  3 18  0  7 11 297  4.7960    194.35605    965.45326    871.18017    -38.93539     49.42906     -5.35697    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11023  -0.01679  -1.00000
      93 2002  3 18  0  7 20 889  4.7959    194.33841    965.46042    871.31222    -36.05168     53.91518     -5.58041    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10953  -0.01679  -1.00000
      95 2002  3 18  0  7 30 480  4.7957    194.32687    968.97814    871.54654    -37.75412     56.85365     -5.78376    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10883  -0.01678  -1.00000
      97 2002  3 18  0  7 40  71  4.7956    194.31507    968.10629    871.94599    -35.38731     59.12317     -5.94598    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10814  -0.01678  -1.00000
     100 2002  3 18  0  7 54 457  4.7952    194.29765    970.19858    872.97606    -34.51581     62.61859     -6.07938    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10709  -0.01678  -1.00000
     102 2002  3 18  0  8  4  47  4.7948    194.28976    971.92856    874.00024    -33.45954     69.69819     -6.06436    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10639  -0.01678  -1.00000
     104 2002  3 18  0  8 13 636  4.7946    194.28008    970.89755    875.29132    -34.40447     68.46138     -5.95827    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10569  -0.01678  -1.00000
     106 2002  3 18  0  8 23 226  4.7946    194.26945    972.14707    876.80322    -36.08619     75.42765     -5.73136    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10500  -0.01678  -1.00000
     108 2002  3 18  0  8 32 815  4.7948    194.26074    970.94879    878.45078    -36.96037     75.07536     -5.38852    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10430  -0.01678  -1.00000
     110 2002  3 18  0  8 42 405  4.7950    194.25253    970.96994    880.12152    -37.56172     83.01333     -4.90961    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10360  -0.01678  -1.00000
     112 2002  3 18  0  8 51 995  4.7951    194.24372    970.23381    881.68455    -38.00901     81.95181     -4.32603    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10290  -0.01678  -1.00000
     114 2002  3 18  0  9  1 585  4.7952    194.23209    969.11360    883.01420    -39.04797     88.65947     -3.62285    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10221  -0.01678  -1.00000
     116 2002  3 18  0  9 11 176  4.7953    194.22003    968.65203    883.99633    -38.80534     88.17412     -2.82859    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10151  -0.01678  -1.00000
     118 2002  3 18  0  9 20 767  4.7955    194.20691    968.44413    884.54944    -41.01047     95.59486     -1.93969    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10081  -0.01678  -1.00000
     120 2002  3 18  0  9 30 358  4.7959    194.19374    968.67973    884.62576    -42.84615     95.49609     -1.00476    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10011  -0.01677  -1.00000
     123 2002  3 18  0  9 44 747  4.7965    194.17404    969.54264    883.84004    -45.77399    102.94546      0.46505    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09907  -0.01677  -1.00000
     125 2002  3 18  0  9 54 341  4.7967    194.16025    969.77038    882.76470    -47.36497    103.32153      1.45669    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09837  -0.01677  -1.00000
     127 2002  3 18  0 10  3 934  4.7969    194.14272    968.39924    881.32099    -47.44615    110.13777      2.45195    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09767  -0.01677  -1.00000
     129 2002  3 18  0 10 13 528  4.7969    194.12705    965.55699    879.59186    -45.63109    109.13394      3.42473    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09698  -0.01677  -1.00000
     131 2002  3 18  0 10 23 122  4.7969    194.11353    961.44217    877.66796    -45.88817    117.07942      4.37288    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09628  -0.01677  -1.00000
     133 2002  3 18  0 10 32 716  4.7970    194.09810    956.29190    875.64230    -47.85447    115.88347      5.26646    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09558  -0.01677  -1.00000
     135 2002  3 18  0 10 42 310  4.7972    194.08312    950.37850    873.60519    -52.17845    124.65833      6.10789    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09488  -0.01677  -1.00000
     137 2002  3 18  0 10 51 905  4.7973    194.06756    943.99408    871.64616    -53.87900    123.22217      6.86387    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09418  -0.01677  -1.00000
     139 2002  3 18  0 11  1 499  4.7973    194.05391    939.95819    869.84420    -57.74711    130.71966      7.54085    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09349  -0.01677  -1.00000
     141 2002  3 18  0 11 11  94  4.7973    194.04059    941.35376    868.26759    -60.24540    130.05008      8.12684    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09279  -0.01677  -1.00000
     143 2002  3 18  0 11 20 688  4.7972    194.02678    942.47735    866.96899    -63.07165    134.66780      8.66568    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09209  -0.01676  -1.00000
     145 2002  3 18  0 11 30 283  4.7971    194.01386    942.90623    865.98508    -66.36500    134.54996      9.17549    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09139  -0.01676  -1.00000
     148 2002  3 18  0 11 44 674  4.7969    193.99639    943.73342    865.12002    -70.71594    140.17284      9.99141    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09035  -0.01676  -1.00000
     150 2002  3 18  0 11 54 268  4.7970    193.98393    944.74340    864.95307    -73.90217    140.36734     10.58858    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08965  -0.01676  -1.00000
     152 2002  3 18  0 12  3 862  4.7971    193.97247    945.04529    865.08003    -76.66201    148.36255     11.27231    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08895  -0.01676  -1.00000
     154 2002  3 18  0 12 13 456  4.7972    193.96107    944.85443    865.45920    -81.70735    155.45357     12.04622    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08825  -0.01676  -1.00000
     156 2002  3 18  0 12 23  50  4.7972    193.94938    944.76161    866.01313    -83.97070    163.65472     12.81904    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08756  -0.01676  -1.00000
     158 2002  3 18  0 12 32 645  4.7973    193.93732    944.52298    866.64252    -91.34429    168.60618     13.40260    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08686  -0.01676  -1.00000
     160 2002  3 18  0 12 42 240  4.7974    193.92539    944.35950    867.24373    -95.26648    183.84890     13.53284    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08616  -0.01676  -1.00000
     162 2002  3 18  0 12 51 834  4.7974    193.91387    943.37070    867.74937   -100.71986    206.84517     12.93484    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08546  -0.01676  -1.00000
     164 2002  3 18  0 13  1 429  4.7975    193.90141    942.84221    868.13914   -106.77909    231.46934     11.49127    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08477  -0.01676  -1.00000
     166 2002  3 18  0 13 11  25  4.7976    193.88895    941.55220    868.41815   -108.32908    254.94210      9.21128    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08407  -0.01676  -1.00000
     168 2002  3 18  0 13 20 620  4.7978    193.87626    940.40574    868.63204   -114.77422    258.36620      6.20897    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08337  -0.01675  -1.00000
     170 2002  3 18  0 13 30 216  4.7980    193.86358    938.89050    868.83977   -119.01166    244.44704      2.71260    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08267  -0.01675  -1.00000
     173 2002  3 18  0 13 44 611  4.7983    193.84334    936.03132    869.25023   -125.87173    199.18396     -2.98190    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08163  -0.01675  -1.00000
     175 2002  3 18  0 13 54 207  4.7984    193.82964    934.39093    869.59930   -131.11867    160.37996     -6.78472    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08093  -0.01675  -1.00000
     177 2002  3 18  0 14  3 804  4.7984    193.81630    933.66880    870.00038   -130.23756    117.39412    -10.51190    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08023  -0.01675  -1.00000
     179 2002  3 18  0 14 13 401  4.7984    193.80322    934.31546    870.44526   -134.10781     71.72417    -14.14942    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07953  -0.01675  -1.00000
     181 2002  3 18  0 14 22 998  4.7985    193.78947    934.71256    870.92526   -134.52690     24.41809    -17.68306    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07883  -0.01675  -1.00000
     183 2002  3 18  0 14 32 595  4.7986    193.77562    935.34761    871.42507   -127.94138     20.72382    -21.07179    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07814  -0.01675  -1.00000
     185 2002  3 18  0 14 42 192  4.7987    193.76230    935.69294    871.90120   -134.04053     24.81588    -24.26730    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07744  -0.01675  -1.00000
     187 2002  3 18  0 14 51 790  4.7988    193.74890    936.25218    872.37519   -155.40437     28.96907    -27.23644    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07674  -0.01675  -1.00000
     189 2002  3 18  0 15  1 388  4.7989    193.73587    936.68258    872.87655   -194.29533     29.87033    -29.91873    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07604  -0.01675  -1.00000
     191 2002  3 18  0 15 10 985  4.7988    193.72319    937.16216    873.43932   -230.62121     35.35370    -32.25912    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07534  -0.01675  -1.00000
     193 2002  3 18  0 15 20 583  4.7988    193.71035    937.64629    874.10601   -263.45639     48.15886    -34.24198    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07465  -0.01674  -1.00000
     195 2002  3 18  0 15 30 180  4.7988    193.69783    939.31281    874.92001   -292.52034     56.39524    -35.83079    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07395  -0.01674  -1.00000
     198 2002  3 18  0 15 44 577  4.7989    193.67952    943.69957    876.44604   -327.01092     53.96576    -37.36305    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07290  -0.01674  -1.00000
     200 2002  3 18  0 15 54 175  4.7990    193.66760    947.07993    877.63942   -341.58852     45.11965    -37.71120    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07220  -0.01674  -1.00000
     202 2002  3 18  0 16  3 773  4.7991    193.65561    950.67051    878.92351   -346.35659     32.20792    -37.39628    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07151  -0.01674  -1.00000
     204 2002  3 18  0 16 13 371  4.7992    193.64334    954.17374    880.21097   -355.24053     16.86403    -36.38426    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07081  -0.01674  -1.00000
     206 2002  3 18  0 16 22 970  4.7992    193.63103    957.34626    881.41742   -360.98984      6.59108    -34.63857    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07011  -0.01674  -1.00000
     208 2002  3 18  0 16 32 568  4.7992    193.61867    960.05928    882.49152   -351.59826      6.70850    -32.02031    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06941  -0.01674  -1.00000
     210 2002  3 18  0 16 42 167  4.7993    193.60629    962.15886    883.38211   -321.66752     10.16336    -28.43637    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06871  -0.01674  -1.00000
     212 2002  3 18  0 16 51 765  4.7994    193.59409    963.27110    883.99314   -270.25729     13.04775    -23.92636    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06801  -0.01674  -1.00000
     214 2002  3 18  0 17  1 364  4.7995    193.58166    963.16804    884.24496   -195.93129     16.48150    -18.66126    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06732  -0.01674  -1.00000
     216 2002  3 18  0 17 10 963  4.7996    193.56886    961.84992    884.09717    -99.84097     20.36058    -12.95028    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06662  -0.01673  -1.00000
     218 2002  3 18  0 17 20 563  4.7998    193.55598    959.41190    883.52433    -68.61080     34.87116     -7.13856    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06592  -0.01673  -1.00000
     220 2002  3 18  0 17 30 163  4.7999    193.54321    956.66454    882.59030    -71.27468    106.17828     -1.72072    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06522  -0.01673  -1.00000
     223 2002  3 18  0 17 44 562  4.8000    193.52396    953.03890    880.82464    -69.61777    208.83437      4.68237    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06418  -0.01673  -1.00000
     225 2002  3 18  0 17 54 162  4.8000    193.51084    950.36828    879.59332    -64.54484    236.87508      7.63811    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06348  -0.01673  -1.00000
     227 2002  3 18  0 18  3 763  4.8001    193.49776    947.57302    878.43350    -56.40305    241.35942      9.81867    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06278  -0.01673  -1.00000
     229 2002  3 18  0 18 13 363  4.8002    193.48490    945.01020    877.37770    -45.58417    230.50122     11.49844    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06208  -0.01673  -1.00000
     231 2002  3 18  0 18 22 963  4.8003    193.47201    942.49802    876.43115    -32.69065    211.59991     12.87311    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06138  -0.01673  -1.00000
     233 2002  3 18  0 18 32 564  4.8004    193.45907    940.40002    875.57980    -18.24650    188.87928     14.04064    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06068  -0.01673  -1.00000
     235 2002  3 18  0 18 42 165  4.8005    193.44623    938.97998    874.81085    -17.94740    165.07404     15.04386    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05999  -0.01673  -1.00000
     237 2002  3 18  0 18 51 766  4.8005    193.43359    938.48680    874.10660    -21.25557    142.30109     15.96809    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05929  -0.01673  -1.00000
     239 2002  3 18  0 19  1 367  4.8005    193.42113    938.60654    873.46420    -23.72309    122.24360     16.84175    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05859  -0.01673  -1.00000
     241 2002  3 18  0 19 10 968  4.8005    193.40858    939.03547    872.88564    -25.30765    109.29166     17.64679    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05789  -0.01672  -1.00000
     243 2002  3 18  0 19 20 569  4.8006    193.39613    939.33052    872.37181    -25.98554    110.47707     18.39505    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05719  -0.01672  -1.00000
     245 2002  3 18  0 19 30 170  4.8006    193.38397    939.76100    871.93124    -25.84379    117.57264     19.06018    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05650  -0.01672  -1.00000
     248 2002  3 18  0 19 44 573  4.8008    193.36578    940.03288    871.41014    -24.60389    121.48570     19.91680    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05545  -0.01672  -1.00000
     250 2002  3 18  0 19 54 174  4.8008    193.35346    939.86759    871.14164    -22.69382    120.01625     20.40257    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05475  -0.01672  -1.00000
     252 2002  3 18  0 20  3 776  4.8009    193.34139    939.44160    870.90833    -19.92155    115.68950     20.78984    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05405  -0.01672  -1.00000
     254 2002  3 18  0 20 13 378  4.8010    193.32950    938.79266    870.68113    -16.32587    109.44719     21.04394    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05335  -0.01672  -1.00000
     256 2002  3 18  0 20 22 980  4.8010    193.31743    938.32244    870.43641    -11.95718    102.55536     21.11868    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05266  -0.01672  -1.00000
     258 2002  3 18  0 20 32 582  4.8010    193.30521    937.63849    870.16305     -9.06692     95.03818     20.96956    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05196  -0.01672  -1.00000
     260 2002  3 18  0 20 42 184  4.8011    193.29314    936.76169    869.85377     -7.65137     96.05290     20.56846    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05126  -0.01672  -1.00000
     262 2002  3 18  0 20 51 786  4.8012    193.28111    936.22146    869.51445     -7.98966     95.18428     19.93348    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05056  -0.01672  -1.00000
     264 2002  3 18  0 21  1 389  4.8013    193.26888    935.68538    869.15322     -8.13109     96.11751     19.08940    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04986  -0.01671  -1.00000
